commodity,flow,reporter,partner,reporter_name,partner_name,is_world,partner_is_group,partner_is_hub,reporter_is_hub,value_usd,net_kg
2504,M,484,842,Mexico,USA,False,False,False,False,5149400.0,0.0
2504,M,528,36,Netherlands,Australia,False,False,False,True,17.3,1.0
2504,M,528,40,Netherlands,Austria,False,False,False,True,112917.963,103078.0
2504,M,528,56,Netherlands,Belgium,False,False,True,True,26412.149,17881.0
2504,M,528,76,Netherlands,Brazil,False,False,False,True,1907.358,1503.0
2504,M,528,100,Netherlands,Bulgaria,False,False,False,True,1.081,1.0
2504,M,528,124,Netherlands,Canada,False,False,False,True,195177.636,113102.0
2504,M,528,156,Netherlands,China,False,False,False,True,2314987.465,1348031.0
2504,M,528,203,Netherlands,Czechia,False,False,False,True,117799.891,84300.0
2504,M,528,208,Netherlands,Denmark,False,False,False,True,53943.41,37539.0
2504,M,528,233,Netherlands,Estonia,False,False,False,True,1.081,1.0
2504,M,528,246,Netherlands,Finland,False,False,False,True,2.163,2.0
2504,M,528,251,Netherlands,France,False,False,False,True,11.894,7.752
2504,M,528,276,Netherlands,Germany,False,False,False,True,2557740.921,1806886.014
2504,M,528,348,Netherlands,Hungary,False,False,False,True,16.219,12.0
2504,M,528,360,Netherlands,Indonesia,False,False,False,True,431.426,4.0
2504,M,528,372,Netherlands,Ireland,False,False,False,True,522.253,363.0
2504,M,528,380,Netherlands,Italy,False,False,False,True,71.364,29.0
2504,M,528,392,Netherlands,Japan,False,False,False,True,1431.6,522.0
2504,M,528,440,Netherlands,Lithuania,False,False,False,True,1.081,1.0
2504,M,528,442,Netherlands,Luxembourg,False,False,False,True,10.813,8.0
2504,M,528,450,Netherlands,Madagascar,False,False,False,True,270187.403,340000.0
2504,M,528,484,Netherlands,Mexico,False,False,False,True,6885.519,10.0
2504,M,528,566,Netherlands,Nigeria,False,False,False,True,48.657,27.0
2504,M,528,579,Netherlands,Norway,False,False,False,True,5091948.03,6059880.0
2504,M,528,616,Netherlands,Poland,False,False,False,True,674245.592,241359.0
2504,M,528,620,Netherlands,Portugal,False,False,False,True,240.042,169.0
2504,M,528,634,Netherlands,Qatar,False,False,False,True,5.406,3.0
2504,M,528,642,Netherlands,Romania,False,False,False,True,5.406,4.0
2504,M,528,682,Netherlands,Saudi Arabia,False,False,False,True,7.569,1.0
2504,M,528,699,Netherlands,India,False,False,False,True,20.544,2.0
2504,M,528,702,Netherlands,Singapore,False,False,True,True,85.42,1.0
2504,M,528,703,Netherlands,Slovakia,False,False,False,True,649.842,453.0
2504,M,528,705,Netherlands,Slovenia,False,False,False,True,8.65,7.0
2504,M,528,724,Netherlands,Spain,False,False,False,True,174.084,122.0
2504,M,528,752,Netherlands,Sweden,False,False,False,True,80625.876,74175.0
2504,M,528,792,Netherlands,Türkiye,False,False,False,True,200.035,1.0
2504,M,528,826,Netherlands,United Kingdom,False,False,False,True,11807.453,3539.0
2504,M,528,842,Netherlands,USA,False,False,False,True,1209631.424,724616.0
2504,M,616,40,Poland,Austria,False,False,False,False,42660.0,10061.087
2504,M,616,56,Poland,Belgium,False,False,True,False,177.0,10.0
2504,M,616,76,Poland,Brazil,False,False,False,False,1712909.0,1011148.0
2504,M,616,124,Poland,Canada,False,False,False,False,3008.0,1021.0
2504,M,616,156,Poland,China,False,False,False,False,22697278.0,5154304.0
2504,M,616,203,Poland,Czechia,False,False,False,False,544937.0,286224.0
2504,M,616,246,Poland,Finland,False,False,False,False,11573.0,4000.0
2504,M,616,276,Poland,Germany,False,False,False,False,2713636.0,1068180.982
2504,M,616,410,Poland,Rep. of Korea,False,False,False,False,25252738.0,4669261.0
2504,M,616,450,Poland,Madagascar,False,False,False,False,1547263.0,1265989.0
2504,M,616,484,Poland,Mexico,False,False,False,False,8.0,1.0
2504,M,616,508,Poland,Mozambique,False,False,False,False,132260.0,120236.0
2504,M,616,528,Poland,Netherlands,False,False,True,False,786518.0,478240.0
2504,M,616,568,Poland,"Other Europe, nes",False,False,False,False,662.0,4.0
2504,M,616,579,Poland,Norway,False,False,False,False,1633.0,2000.0
2504,M,616,688,Poland,Serbia,False,False,False,False,15.0,3.832
2504,M,616,724,Poland,Spain,False,False,False,False,400715.0,145340.0
2504,M,616,752,Poland,Sweden,False,False,False,False,3398.0,200.0
2504,M,616,757,Poland,Switzerland,False,False,False,False,29.0,10.0
2504,M,616,792,Poland,Türkiye,False,False,False,False,127419.0,143700.0
2504,M,616,804,Poland,Ukraine,False,False,False,False,34094.0,164920.0
